ticker,date,strategy,arrival_mid,market_vwap,executed_avg,fills,oversize_count,null_nbbo_count,vwap_slip_bps,is_bps,effective_spread_bps,realized_spread_bps,markout_1s_bps,markout_10s_bps,markout_60s_bps,reversion_5m_bps,pov,price_var,schedule_rmse,hit_ratio_nbbo,error
AVGO,20200113,vwap_following,302.33000000000004,302.21477082050166,302.110319,12,12,0,3.456211627845616,7.266265339200107,4.421410090395017,0.30812404682858174,2.4290467363298616,3.4270935609191886,3.8663692100235716,-12.714243254845973,0.031233407252397163,0.5324123202818312,0.0,1.0,""
AVGO,20200114,twap,302.73,303.7050777389421,303.666757,60,44,0,1.261774719981605,-30.94364615333796,4.757070557170314,7.675542741131656,2.3076974463234956,2.044759309843507,2.9407475896844515,-8.728302756825743,0.04116852748410895,0.5136815991552871,0.0,1.0,""
AVGO,20200114,vwap_following,302.73,303.7050777389421,303.642555,12,12,0,2.058666236586605,-30.144187890199106,3.7993116871662425,11.068953189389534,1.8902231285150881,2.7622111453662375,3.987825061447878,-16.644144886457116,0.04116852748410895,0.46934109196410373,0.0,1.0,""
AVGO,20200115,twap,305.96500000000003,304.6530233906334,304.5143560000001,60,39,0,4.55164990946153,47.41208961809207,5.434937276479947,-4.418885220144325,2.657766859482764,2.6304300121783433,1.8166556173893407,18.248175182481976,0.03284924496010459,0.8011005671225471,0.0,1.0,""
AVGO,20200115,vwap_following,305.96500000000003,304.6530233906334,304.60119499999996,12,12,0,1.7012268598751505,44.57388917033223,5.000184313463708,-11.887761542915925,2.3203605577603406,2.167455941285473,2.996316207164787,3.45337937839231,0.03284924496010459,0.7867477166773168,0.0,1.0,""
AVGO,20200116,twap,307.76,305.6336471495001,305.682365,60,48,0,-1.5939949987264823,67.5082856771506,4.786568811937671,-3.6843183072916337,2.3308418618447244,1.9470712107787118,1.4781025185302994,-15.066160094326595,0.048338134921402195,0.7624651515608037,0.0,1.0,""
AVGO,20200116,vwap_following,307.76,305.6336471495001,305.63030100000003,12,12,0,0.10948236659468666,69.19999350142837,4.811425764526766,-1.4535101942948163,2.073168304640047,2.698039345658624,-0.7601715172172694,-9.66262692433724,0.048338134921402195,0.738993480104103,0.0,1.0,""
AVGO,20200117,twap,306.5,305.639107437989,305.559444,60,43,0,2.6064543460035954,30.68698205546542,4.450124924237539,3.709202858468335,2.255499613661311,2.3145725493233633,2.1329247455720672,-9.817075166072561,0.0332944897619444,0.281110791034708,0.0,1.0,""
AVGO,20200117,vwap_following,306.5,305.639107437989,305.56601,12,12,0,2.391625816531041,30.47275693311564,4.227385636674419,1.3907749961787381,2.2238409711044365,2.2340134924137187,1.1507587771590846,-3.763335296814777,0.0332944897619444,0.34676317129952344,0.0,1.0,""
INTC,20200113,twap,59.545,59.456415986483194,59.42001099999999,60,0,0,6.122970226036118,20.99067931816501,1.6827946607053175,-1.9845051210310145,0.8130860821872475,0.841208397351628,0.36483929931348624,-0.8416091567080556,0.004229821425399062,0.0572239134557088,0.0,1.0,""
INTC,20200113,vwap_following,59.545,59.456415986483194,59.45876799999999,12,1,0,-0.395586157990617,14.481820471913617,1.6816989302213368,-11.140072878315816,0.9987263650652126,-0.18119712148297218,-1.7969145019487185,12.6050420168072,0.004229821425399062,0.07102603022622815,0.0,1.0,""
