window,ticker,strategy,is_bps,vwap_slip_bps,eff_spread_bps,markout_60s_bps
open,FISV,ac_ra,46.083464566927184,37.55005596279897,8.762475656445707,1.920658611494857
open,FISV,vwap_following,45.97173642768555,37.43823203996689,8.824179315950193,3.116996050013591
open,FISV,pov_5pct_cap,45.973891421467314,37.44038888120663,8.822769835845762,3.1174951977410212
open,FISV,toth,45.97604641525143,37.44254572244873,8.821360355741332,3.117994345468451
open,FISV,rl_v4,44.29357646083832,35.75863340074892,9.141428968496175,-0.035475072374241634
open,FOX,twap,-73.55787550567742,-21.932224383492787,3.631528773354491,3.1184047012778207
open,FOX,ac_ra,-56.70938274826836,-5.170077921978216,5.601339275812521,5.273336776757918
open,FOX,vwap_following,-64.95550045674024,-13.373935368366814,4.407596895944022,4.811264774080324
open,FOX,pov_5pct_cap,-64.9641132715671,-13.382504043657367,4.407335790522431,4.810352824809669
open,FOX,toth,-64.95550045674024,-13.373935368366814,4.407596895944022,4.811264774080324
open,FOX,rl_v4,-51.37883335507887,0.13315311093943172,7.731461110038675,8.934975460904429
open,FOXA,twap,-95.25958099131391,-16.822470670866064,3.3784299070451813,3.0692575511067974
open,FOXA,ac_ra,-77.15687276443497,1.1395849941942429,5.121705200338838,5.7844041923524046
open,FOXA,vwap_following,-88.07869187531796,-9.69737488908519,3.91046781723121,5.629706765957859
open,FOXA,pov_5pct_cap,-88.07869187531796,-9.69737488908519,3.91046781723121,5.629706765957859
open,FOXA,toth,-88.07869187531796,-9.69737488908519,3.91046781723121,5.629706765957859
open,FOXA,rl_v4,-70.91083290752147,7.3370950125838235,7.286110106739057,10.265557841458905
open,GILD,twap,58.094562647750266,25.55314157798832,2.298639192461525,0.15016189090377474
open,GILD,ac_ra,47.45973207249732,14.883501528642547,3.3744261715871837,-0.23930754840793272
open,GILD,vwap_following,58.93238770685648,26.393708970362844,3.5230496935439493,-1.6423206644401023
open,GILD,pov_5pct_cap,58.93238770685648,26.393708970362844,3.5230496935439493,-1.6423206644401023
open,GILD,toth,58.93301812450883,26.394341451471373,3.5222567100660966,-1.6426382255946306
open,GILD,rl_v4,46.812450748628464,14.234101551136986,4.411662677260735,0.8831506794123749
open,GOOG,twap,-14.938158043217541,-4.379498567142981,3.791655222788818,2.4031200925304153
open,GOOG,ac_ra,2.817435430982736,13.357375344107309,4.130923120111453,2.20726247605274
open,GOOG,vwap_following,-4.808619917315502,5.739360077564715,3.644199881303826,6.302434519180618
open,GOOG,pov_5pct_cap,-4.808619917315502,5.739360077564715,3.644199881303826,6.302434519180618
open,GOOG,toth,-4.803743686719187,5.7442311671948465,3.643955915593062,6.30351767420539
open,GOOG,rl_v4,6.189119782243962,16.72550495879763,4.604542171081389,1.2710205084999115
open,GOOGL,twap,-8.421657157714627,-2.602633903659897,4.101950526251821,2.5075435101677215
open,GOOGL,ac_ra,9.26863139460347,15.077369290588454,4.435516274406954,2.101956666826206
open,GOOGL,vwap_following,3.5782744325417486,9.39032077421581,4.147599953657204,5.838602103731264
open,GOOGL,pov_5pct_cap,3.5782744325417486,9.39032077421581,4.147599953657204,5.838602103731264
open,GOOGL,toth,3.5782744325417486,9.39032077421581,4.147599953657204,5.838602103731264
open,GOOGL,rl_v4,12.3520776040195,18.159022745281526,4.523326816649069,1.2522609910742786
open,IDXX,twap,-13.313977934152554,56.06556605653057,26.132378367134283,11.602500602902836
open,IDXX,ac_ra,-30.979549995655372,38.52239396537348,43.57403049724983,20.208390780986125
open,IDXX,vwap_following,-24.685917817737415,44.77241926833363,27.64965953197023,13.26647403900183
open,IDXX,pov_5pct_cap,-24.684666840412568,44.773661577974984,27.647616350535106,13.266249625029895
open,IDXX,toth,-33.57935887412137,35.9405984593882,33.41389940702247,13.82726723362804
open,IDXX,rl_v4,-27.189331943356752,42.28635062202694,57.85885123016294,28.24850506419924
open,ILMN,twap,146.04575413270598,63.35164828578641,15.779883181654615,5.406765753554055
open,ILMN,ac_ra,116.41080849632338,33.46800702223966,25.154186039818377,4.315536413755653
open,ILMN,vwap_following,138.0267612741424,55.265360265535826,17.595246899613787,19.91496425477461
open,ILMN,pov_5pct_cap,138.0267612741424,55.265360265535826,17.595246899613787,19.91496425477461
open,ILMN,toth,138.02095025461506,55.25950048009668,17.597552131468966,19.92019275301868
open,ILMN,rl_v4,112.91098435613291,29.93881245666733,31.374581266177927,8.528931238108491
open,INCY,twap,34.72407190067026,18.682723208814732,16.568426166962656,7.493780082525679
open,INCY,ac_ra,33.929581814808714,17.886954212806444,30.1083843451958,14.494660684279475
open,INCY,vwap_following,40.416455618012314,24.38427009562209,22.984505174155895,16.695545412966066
open,INCY,pov_5pct_cap,40.416455618012314,24.38427009562209,22.984505174155895,16.695545412966066
open,INCY,toth,40.416455618012314,24.38427009562209,22.984505174155895,16.695545412966066
open,INCY,rl_v4,30.09290258816901,14.044098989662745,28.076326680322605,11.694491593356332
open,INTC,twap,65.28362938870319,38.717949872884844,1.7625506268485207,0.4072080183616763
